,SpatialDimValueCode,Period,HomicideRate,childHomeVisits,elderCare,partnerVioPrevention,youthPrograms
3521,PHL,2013,15.88,1.0,1.0,0.0,2.0
3523,SYC,2013,16.09,1.0,2.0,1.0,2.0
3525,IRQ,2013,16.28,1.0,2.0,0.0,2.0
3528,BWA,2013,16.98,0.0,1.0,2.0,2.0
3538,NAM,2013,19.05,,,,
3540,MEX,2013,19.26,2.0,1.0,2.0,2.0
3545,ISR,2013,1.99,1.0,2.0,2.0,2.0
3550,TJK,2013,2.05,1.0,2.0,0.0,1.0
3551,MDV,2013,2.13,1.0,0.0,0.0,2.0
3557,FJI,2013,2.3,1.0,1.0,0.0,1.0
3559,SRB,2013,2.33,2.0,1.0,0.0,2.0
3563,KHM,2013,2.44,0.0,0.0,0.0,0.0
3565,LBY,2013,2.54,,,,
3569,VUT,2013,2.59,0.0,0.0,0.0,0.0
3571,SYR,2013,2.61,,,,
3574,ATG,2013,2.63,,,,
3578,MWI,2013,2.67,1.0,1.0,2.0,2.0
3579,AZE,2013,2.65,0.0,0.0,0.0,1.0
3584,NPL,2013,2.76,1.0,0.0,0.0,1.0
3585,MYS,2013,2.83,2.0,2.0,0.0,1.0
3590,JOR,2013,2.87,0.0,2.0,0.0,2.0
3591,MNE,2013,2.93,1.0,2.0,1.0,2.0
3593,LCA,2013,20.04,,,,
3594,SWZ,2013,20.58,1.0,0.0,0.0,2.0
3595,PAN,2013,20.74,0.0,2.0,1.0,1.0
3597,HTI,2013,20.89,,,,
3601,CAF,2013,21.64,,,,
3604,GUY,2013,22.08,1.0,0.0,0.0,1.0
3605,VCT,2013,22.93,,,,
3606,DOM,2013,23.5,1.0,2.0,0.0,2.0
3625,BGD,2013,3.18,1.0,1.0,0.0,1.0
3629,TUN,2013,3.29,1.0,2.0,0.0,0.0
3634,GNQ,2013,3.47,,,,
3636,WSM,2013,3.45,0.0,0.0,1.0,0.0
3638,MUS,2013,3.53,,,,
3639,IRN,2013,3.51,1.0,1.0,1.0,2.0
3641,LKA,2013,3.6,,,,
3644,BTN,2013,3.75,0.0,0.0,1.0,1.0
3645,TON,2013,3.66,,,,
3653,BRA,2013,31.81,2.0,2.0,2.0,2.0
3654,BHS,2013,32.17,,,,
3655,BLZ,2013,33.78,2.0,1.0,2.0,2.0
3658,GTM,2013,34.16,0.0,0.0,0.0,2.0
3664,TTO,2013,36.5,2.0,2.0,1.0,2.0
3665,ZAF,2013,36.65,1.0,1.0,1.0,2.0
3667,LSO,2013,39.42,,,,
3672,GEO,2013,3.96,1.0,0.0,0.0,2.0
3673,ARM,2013,4.02,1.0,2.0,0.0,1.0
3675,MOZ,2013,4.09,1.0,0.0,2.0,1.0
3677,EGY,2013,4.08,1.0,1.0,0.0,1.0
3682,CHL,2013,4.08,,,,
3685,MMR,2013,4.17,1.0,1.0,1.0,1.0
3688,IND,2013,4.17,1.0,2.0,1.0,2.0
3694,LBN,2013,4.26,,,,
3695,TKM,2013,4.29,,,,
3696,EST,2013,4.26,1.0,1.0,1.0,1.0
3697,BLR,2013,4.34,2.0,2.0,2.0,2.0
3698,TLS,2013,4.44,,,,
3700,PRK,2013,4.53,,,,
3701,SLB,2013,4.49,1.0,0.0,0.0,1.0
3704,FSM,2013,4.68,,,,
3705,IDN,2013,4.72,1.0,1.0,1.0,1.0
3708,RWA,2013,4.83,2.0,2.0,2.0,2.0
3710,ALB,2013,4.85,1.0,2.0,1.0,1.0
3711,TUR,2013,4.89,1.0,2.0,0.0,2.0
3713,JAM,2013,46.48,2.0,1.0,1.0,2.0
3724,KIR,2013,5.34,1.0,1.0,0.0,1.0
3726,USA,2013,5.25,2.0,2.0,1.0,2.0
3729,GRD,2013,5.38,,,,
3736,SOM,2013,5.65,,,,
3741,COL,2013,51.61,0.0,1.0,2.0,2.0
3742,VEN,2013,56.78,,,,
3749,KEN,2013,6.02,1.0,1.0,0.0,1.0
3751,ARG,2013,6.05,,,,
3752,BDI,2013,6.08,0.0,0.0,0.0,0.0
3756,KGZ,2013,6.19,1.0,1.0,1.0,2.0
3757,CUB,2013,6.23,2.0,2.0,2.0,2.0
3762,LTU,2013,6.35,1.0,2.0,0.0,2.0
3763,GHA,2013,6.38,1.0,1.0,1.0,2.0
3764,SDN,2013,6.41,1.0,0.0,0.0,2.0
3765,UKR,2013,6.4,,,,
3766,BEN,2013,6.5,1.0,0.0,2.0,2.0
3768,LVA,2013,6.53,1.0,0.0,0.0,1.0
3777,SUR,2013,6.75,,,,
3778,THA,2013,6.77,2.0,2.0,2.0,2.0
3780,SLV,2013,63.53,1.0,0.0,1.0,1.0
3784,STP,2013,7.0,0.0,0.0,0.0,0.0
3786,LAO,2013,7.08,0.0,0.0,0.0,1.0
3787,YEM,2013,7.15,0.0,0.0,0.0,1.0
3788,ZMB,2013,7.08,1.0,1.0,1.0,0.0
3789,MDA,2013,7.14,2.0,0.0,0.0,2.0
3790,DJI,2013,7.17,,,,
3793,MDG,2013,7.47,1.0,0.0,1.0,1.0
3794,URY,2013,7.53,,,,
3797,CMR,2013,7.82,1.0,0.0,0.0,1.0
3800,KAZ,2013,7.8,2.0,-1.0,2.0,2.0
3801,PAK,2013,7.93,,,,
3802,PER,2013,7.94,2.0,1.0,1.0,2.0
3808,ETH,2013,8.13,,,,
3810,COM,2013,8.18,,,,
3813,SEN,2013,8.31,0.0,0.0,1.0,1.0
3815,MNG,2013,8.45,1.0,0.0,0.0,2.0
3816,SLE,2013,8.46,,,,
3819,AFG,2013,8.62,0.0,-1.0,0.0,1.0
3821,CRI,2013,8.72,0.0,2.0,2.0,2.0
3823,HND,2013,80.79,1.0,0.0,1.0,0.0
3824,GMB,2013,9.01,,,,
3825,TZA,2013,9.06,1.0,0.0,1.0,1.0
3827,GAB,2013,9.18,0.0,0.0,0.0,0.0
3831,GIN,2013,9.49,2.0,0.0,2.0,0.0
3832,TGO,2013,9.57,,,,
3834,TCD,2013,9.66,,,,
3840,BFA,2013,9.86,0.0,0.0,0.0,0.0
3846,JPN,2012,0.35,2.0,2.0,-1.0,0.0
3854,SGP,2012,0.51,1.0,1.0,2.0,2.0
3859,LUX,2012,0.54,,,,
3864,QAT,2012,0.58,2.0,2.0,0.0,2.0
3867,BHR,2012,0.58,2.0,2.0,-1.0,2.0
3871,ISL,2012,0.61,2.0,1.0,1.0,1.0
3873,CHE,2012,0.61,1.0,1.0,1.0,2.0
3874,NOR,2012,0.61,0.0,1.0,0.0,1.0
3885,OMN,2012,0.83,2.0,2.0,-1.0,2.0
3888,ESP,2012,0.77,1.0,2.0,2.0,2.0
3889,SWE,2012,0.77,2.0,2.0,2.0,2.0
3893,SVN,2012,0.79,0.0,2.0,1.0,2.0
3899,ARE,2012,0.88,1.0,-1.0,-1.0,-1.0
3900,DEU,2012,0.88,2.0,2.0,2.0,2.0
3901,AUT,2012,0.91,2.0,1.0,2.0,2.0
3902,CZE,2012,0.9,2.0,2.0,2.0,2.0
3903,DNK,2012,0.89,,,,
3904,NLD,2012,0.91,2.0,2.0,0.0,2.0
3905,ITA,2012,0.86,1.0,1.0,2.0,2.0
3906,IRL,2012,0.94,,,,
3911,BRN,2012,0.97,0.0,0.0,0.0,1.0
3915,FRA,2012,0.98,,,,
3929,KOR,2012,1.12,,,,
3933,POL,2012,1.09,2.0,0.0,0.0,2.0
3934,CHN,2012,1.12,1.0,2.0,1.0,2.0
3939,HRV,2012,1.24,2.0,1.0,2.0,2.0
3948,AUS,2012,1.29,2.0,2.0,2.0,0.0
3949,NZL,2012,1.31,2.0,2.0,1.0,2.0
3956,SVK,2012,1.37,2.0,1.0,1.0,2.0
3962,PRT,2012,1.39,2.0,2.0,1.0,2.0
3963,GBR,2012,1.44,2.0,2.0,1.0,2.0
3965,DZA,2012,1.5,1.0,2.0,1.0,2.0
3966,MAR,2012,1.51,2.0,2.0,1.0,2.0
3969,BEL,2012,1.53,2.0,1.0,1.0,2.0
3970,HUN,2012,1.54,,,,
3976,CAN,2012,1.57,2.0,2.0,2.0,2.0
3977,FIN,2012,1.6,2.0,2.0,1.0,2.0
3978,GRC,2012,1.64,,,,
3983,VNM,2012,1.82,2.0,2.0,2.0,1.0
3984,BIH,2012,1.82,,,,
3986,SRB,2012,1.81,2.0,1.0,0.0,2.0
3987,KWT,2012,1.83,0.0,2.0,0.0,2.0
3990,BGR,2012,1.79,2.0,2.0,0.0,1.0
3992,SAU,2012,1.89,2.0,2.0,0.0,1.0
4003,NGA,2012,10.34,0.0,0.0,1.0,1.0
4006,GNB,2012,10.44,,,,
4007,AGO,2012,10.37,,,,
4008,COG,2012,10.62,,,,
4011,PNG,2012,10.74,0.0,0.0,0.0,1.0
4012,NER,2012,10.81,0.0,2.0,0.0,1.0
4019,ERI,2012,11.23,,,,
4020,LBR,2012,11.22,1.0,1.0,1.0,1.0
4022,RUS,2012,11.3,0.0,2.0,1.0,1.0
4024,MLI,2012,11.51,,,,
4025,BRB,2012,11.47,,,,
4026,CPV,2012,11.64,,,,
4027,PRY,2012,11.69,,,,
4028,MRT,2012,11.85,1.0,0.0,0.0,0.0
4032,BOL,2012,12.18,1.0,0.0,0.0,1.0
4033,CIV,2012,12.31,,,,
4037,NIC,2012,12.82,2.0,0.0,2.0,2.0
4038,UGA,2012,12.83,1.0,1.0,0.0,1.0
4043,SYC,2012,13.28,1.0,2.0,1.0,2.0
4044,COD,2012,13.4,,,,
4045,ZWE,2012,13.61,1.0,1.0,0.0,0.0
4048,SSD,2012,13.9,,,,
4059,ECU,2012,15.26,0.0,0.0,0.0,2.0
4067,IRQ,2012,16.37,1.0,2.0,0.0,2.0
4068,PHL,2012,16.54,1.0,1.0,0.0,2.0
4071,BWA,2012,16.95,0.0,1.0,2.0,2.0
4081,NAM,2012,19.13,,,,
4084,MKD,2012,1.97,2.0,0.0,1.0,1.0
4086,MLT,2012,2.04,,,,
4090,TJK,2012,2.07,1.0,2.0,0.0,1.0
4092,UZB,2012,2.11,2.0,0.0,0.0,1.0
4093,ISR,2012,2.11,1.0,2.0,2.0,2.0
4095,MDV,2012,2.19,1.0,0.0,0.0,2.0
4099,ROU,2012,2.19,2.0,2.0,2.0,2.0
4102,FJI,2012,2.35,1.0,1.0,0.0,1.0
4107,CYP,2012,2.38,0.0,1.0,1.0,1.0
4110,KHM,2012,2.45,0.0,0.0,0.0,0.0
4113,LBY,2012,2.54,,,,
4114,VUT,2012,2.63,0.0,0.0,0.0,0.0
4116,SYR,2012,2.61,,,,
4117,AZE,2012,2.6,0.0,0.0,0.0,1.0
4120,MUS,2012,2.64,,,,
4121,MWI,2012,2.66,1.0,1.0,2.0,2.0
4125,ATG,2012,2.72,,,,
4133,MYS,2012,2.8,2.0,2.0,0.0,1.0
4137,NPL,2012,2.88,1.0,0.0,0.0,1.0
4139,JOR,2012,2.89,0.0,2.0,0.0,2.0
4142,GUY,2012,20.11,1.0,0.0,0.0,1.0
4144,HTI,2012,20.89,,,,
4146,SWZ,2012,21.36,1.0,0.0,0.0,2.0
4148,LCA,2012,21.62,,,,
4149,CAF,2012,21.59,,,,
4152,PAN,2012,22.42,0.0,2.0,1.0,1.0
4153,MEX,2012,22.67,2.0,1.0,2.0,2.0
4155,VCT,2012,22.87,,,,
4157,DOM,2012,25.63,1.0,2.0,0.0,2.0
4168,BGD,2012,3.15,1.0,1.0,0.0,1.0
4169,MNE,2012,3.14,1.0,2.0,1.0,2.0
4178,TUN,2012,3.29,1.0,2.0,0.0,0.0
4185,GNQ,2012,3.49,,,,
4187,WSM,2012,3.48,0.0,0.0,1.0,0.0
4191,IRN,2012,3.49,1.0,1.0,1.0,2.0
4192,BTN,2012,3.57,0.0,0.0,1.0,1.0
4194,TON,2012,3.66,,,,
4206,BHS,2012,31.12,,,,
4209,BRA,2012,32.62,2.0,2.0,2.0,2.0
4212,GTM,2012,35.47,0.0,0.0,0.0,2.0
4214,ZAF,2012,36.24,1.0,1.0,1.0,2.0
4216,BLZ,2012,37.22,2.0,1.0,2.0,2.0
4218,LSO,2012,39.26,,,,
4219,TTO,2012,39.41,2.0,2.0,1.0,2.0
4221,LKA,2012,4.02,,,,
4225,MOZ,2012,4.11,1.0,0.0,2.0,1.0
4226,LBN,2012,4.09,,,,
4228,EGY,2012,4.14,1.0,1.0,0.0,1.0
4230,CHL,2012,4.13,,,,
4232,MMR,2012,4.15,1.0,1.0,1.0,1.0
4236,TKM,2012,4.17,,,,
4237,TLS,2012,4.3,,,,
4241,ARM,2012,4.31,1.0,2.0,0.0,1.0
4243,IND,2012,4.26,1.0,2.0,1.0,2.0
4250,BLR,2012,4.54,2.0,2.0,2.0,2.0
4251,FSM,2012,4.64,,,,
4252,PRK,2012,4.6,,,,
4254,SLB,2012,4.61,1.0,0.0,0.0,1.0
4258,RWA,2012,4.8,2.0,2.0,2.0,2.0
4260,IDN,2012,4.79,1.0,1.0,1.0,1.0
4261,GEO,2012,4.82,1.0,0.0,0.0,2.0
4265,TUR,2012,4.89,1.0,2.0,0.0,2.0
4269,JAM,2012,47.04,2.0,1.0,1.0,2.0
4275,ALB,2012,5.21,1.0,2.0,1.0,1.0
4276,EST,2012,5.21,1.0,1.0,1.0,1.0
4280,KIR,2012,5.39,1.0,1.0,0.0,1.0
4288,USA,2012,5.49,2.0,2.0,1.0,2.0
4289,SOM,2012,5.69,,,,
4291,GRD,2012,5.66,,,,
4292,CUB,2012,5.7,2.0,2.0,2.0,2.0
4293,BDI,2012,5.87,0.0,0.0,0.0,0.0
4297,COL,2012,54.84,0.0,1.0,2.0,2.0
4299,VEN,2012,57.98,,,,
4304,ARG,2012,5.99,,,,
4305,UKR,2012,6.01,,,,
4308,KEN,2012,6.09,1.0,1.0,0.0,1.0
4312,GHA,2012,6.4,1.0,1.0,1.0,2.0
4313,SDN,2012,6.49,1.0,0.0,0.0,2.0
4316,BEN,2012,6.58,1.0,0.0,2.0,2.0
4320,LTU,2012,6.66,1.0,2.0,0.0,2.0
4322,YEM,2012,6.85,0.0,0.0,0.0,1.0
4326,LVA,2012,6.92,1.0,0.0,0.0,1.0
4329,SLV,2012,62.27,1.0,0.0,1.0,1.0
4332,LAO,2012,7.15,0.0,0.0,0.0,1.0
4333,STP,2012,7.08,0.0,0.0,0.0,0.0
4334,SUR,2012,7.1,,,,
4335,THA,2012,7.06,2.0,2.0,2.0,2.0
4336,DJI,2012,7.2,,,,
4337,ZMB,2012,7.27,1.0,1.0,1.0,0.0
4343,MDG,2012,7.61,1.0,0.0,1.0,1.0
4345,MDA,2012,7.6,2.0,0.0,0.0,2.0
4346,PER,2012,7.83,2.0,1.0,1.0,2.0
4348,URY,2012,7.86,,,,
4357,COM,2012,8.24,,,,
4359,PAK,2012,8.21,,,,
4361,ETH,2012,8.32,,,,
4362,SEN,2012,8.35,0.0,0.0,1.0,1.0
4363,CMR,2012,8.37,1.0,0.0,0.0,1.0
4364,SLE,2012,8.51,,,,
4366,AFG,2012,8.67,0.0,-1.0,0.0,1.0
4370,KAZ,2012,8.71,2.0,-1.0,2.0,2.0
4371,CRI,2012,8.71,0.0,2.0,2.0,2.0
4374,MNG,2012,8.94,1.0,0.0,0.0,2.0
4376,HND,2012,85.34,1.0,0.0,1.0,0.0
4380,GMB,2012,9.23,,,,
4381,KGZ,2012,9.15,1.0,1.0,1.0,2.0
4384,GAB,2012,9.25,0.0,0.0,0.0,0.0
4386,TZA,2012,9.47,1.0,0.0,1.0,1.0
4387,TGO,2012,9.57,,,,
4388,GIN,2012,9.6,2.0,0.0,2.0,0.0
4389,TCD,2012,9.73,,,,
4391,BFA,2012,9.89,0.0,0.0,0.0,0.0
4396,JPN,2011,0.35,2.0,2.0,-1.0,0.0
4399,QAT,2011,0.54,2.0,2.0,0.0,2.0
4413,SGP,2011,0.57,1.0,1.0,2.0,2.0
4416,CHE,2011,0.62,1.0,1.0,1.0,2.0
4419,ISL,2011,0.68,2.0,1.0,1.0,1.0
4425,OMN,2011,0.79,2.0,2.0,-1.0,2.0
4428,BHR,2011,0.78,2.0,2.0,-1.0,2.0
4434,AUT,2011,0.83,2.0,1.0,2.0,2.0
4436,DNK,2011,0.83,,,,
4438,SVN,2011,0.83,0.0,2.0,1.0,2.0
4439,ESP,2011,0.82,1.0,2.0,2.0,2.0
4441,ARE,2011,0.87,1.0,-1.0,-1.0,-1.0
4442,SWE,2011,0.88,2.0,2.0,2.0,2.0
4446,CZE,2011,0.91,2.0,2.0,2.0,2.0
4448,LUX,2011,0.86,,,,
4451,MLT,2011,0.89,,,,
4452,NLD,2011,0.9,2.0,2.0,0.0,2.0
4453,ITA,2011,0.91,1.0,1.0,2.0,2.0
4454,DEU,2011,0.91,2.0,2.0,2.0,2.0
4455,IRL,2011,0.94,,,,
4465,FRA,2011,0.98,,,,
4471,BRN,2011,1.1,0.0,0.0,0.0,1.0
4474,PRT,2011,1.11,2.0,2.0,1.0,2.0
4476,CHN,2011,1.11,1.0,2.0,1.0,2.0
4481,HRV,2011,1.16,2.0,1.0,2.0,2.0
4483,KOR,2011,1.16,,,,
4484,AUS,2011,1.16,2.0,2.0,2.0,0.0
4486,NZL,2011,1.23,2.0,2.0,1.0,2.0
4489,POL,2011,1.22,2.0,0.0,0.0,2.0
4491,DZA,2011,1.32,1.0,2.0,1.0,2.0
4503,GBR,2011,1.44,2.0,2.0,1.0,2.0
4506,MAR,2011,1.52,2.0,2.0,1.0,2.0
4518,BEL,2011,1.64,2.0,1.0,1.0,2.0
4525,MKD,2011,1.72,2.0,0.0,1.0,1.0
4528,HUN,2011,1.68,,,,
4530,GRC,2011,1.73,,,,
4532,SAU,2011,1.78,2.0,2.0,0.0,1.0
4533,VNM,2011,1.83,2.0,2.0,2.0,1.0
4534,BIH,2011,1.81,,,,
4537,SVK,2011,1.76,2.0,1.0,1.0,2.0
4538,CAN,2011,1.75,2.0,2.0,2.0,2.0
4541,KWT,2011,1.86,0.0,2.0,0.0,2.0
4543,SRB,2011,1.9,2.0,1.0,0.0,2.0
4545,BGR,2011,1.85,2.0,2.0,0.0,1.0
4551,CRI,2011,10.31,0.0,2.0,2.0,2.0
4555,GNB,2011,10.64,,,,
4556,AGO,2011,10.6,,,,
4557,NGA,2011,10.58,0.0,0.0,1.0,1.0
4559,PNG,2011,10.72,0.0,0.0,0.0,1.0
4561,COG,2011,10.78,,,,
4562,NER,2011,10.91,0.0,2.0,0.0,1.0
4567,CPV,2011,10.98,,,,
4570,ERI,2011,11.38,,,,
4571,LBR,2011,11.56,1.0,1.0,1.0,1.0
4572,BRB,2011,11.75,,,,
4574,MRT,2011,11.93,1.0,0.0,0.0,0.0
4578,MLI,2011,12.1,,,,
4580,RUS,2011,12.28,0.0,2.0,1.0,1.0
4581,BOL,2011,12.39,1.0,0.0,0.0,1.0
4582,PRY,2011,12.4,,,,
4583,UGA,2011,12.51,1.0,1.0,0.0,1.0
4586,CIV,2011,12.67,,,,
4588,COD,2011,13.59,,,,
4590,NIC,2011,13.91,2.0,0.0,2.0,2.0
4592,ZWE,2011,14.0,1.0,1.0,0.0,0.0
4593,SSD,2011,14.11,,,,
4597,SYC,2011,14.74,1.0,2.0,1.0,2.0
4611,PHL,2011,16.6,1.0,1.0,0.0,2.0
4613,IRQ,2011,16.61,1.0,2.0,0.0,2.0
4615,BWA,2011,16.9,0.0,1.0,2.0,2.0
4624,NAM,2011,18.0,,,,
4626,GUY,2011,18.92,1.0,0.0,0.0,1.0
4628,ECU,2011,19.5,0.0,0.0,0.0,2.0
4631,FIN,2011,1.95,2.0,2.0,1.0,2.0
4635,TJK,2011,2.07,1.0,2.0,0.0,1.0
4639,ROU,2011,2.1,2.0,2.0,2.0,2.0
4640,MDV,2011,2.23,1.0,0.0,0.0,2.0
4648,FJI,2011,2.4,1.0,1.0,0.0,1.0
4649,UZB,2011,2.36,2.0,0.0,0.0,1.0
4650,ISR,2011,2.35,1.0,2.0,2.0,2.0
4652,NOR,2011,2.37,0.0,1.0,0.0,1.0
4656,KHM,2011,2.46,0.0,0.0,0.0,0.0
4661,AZE,2011,2.59,0.0,0.0,0.0,1.0
4662,SYR,2011,2.61,,,,
4665,VUT,2011,2.69,0.0,0.0,0.0,0.0
4670,LBY,2011,2.78,,,,
4672,MYS,2011,2.75,2.0,2.0,0.0,1.0
4674,CYP,2011,2.82,0.0,1.0,1.0,1.0
4681,ATG,2011,2.86,,,,
4686,VCT,2011,20.97,,,,
4687,HTI,2011,20.97,,,,
4690,CAF,2011,21.91,,,,
4693,SWZ,2011,22.78,1.0,0.0,0.0,2.0
4695,LCA,2011,23.11,,,,
4696,PAN,2011,24.37,0.0,2.0,1.0,1.0
4697,MEX,2011,24.6,2.0,1.0,2.0,2.0
4700,DOM,2011,27.56,1.0,2.0,0.0,2.0
4705,JOR,2011,2.96,0.0,2.0,0.0,2.0
4708,NPL,2011,3.05,1.0,0.0,0.0,1.0
4709,TUN,2011,3.12,1.0,2.0,0.0,0.0
4710,MWI,2011,3.08,1.0,1.0,2.0,2.0
4712,BGD,2011,3.13,1.0,1.0,0.0,1.0
4719,BTN,2011,3.35,0.0,0.0,1.0,1.0
4725,MNE,2011,3.35,1.0,2.0,1.0,2.0
4727,GNQ,2011,3.54,,,,
4733,MUS,2011,3.58,,,,
4737,TON,2011,3.69,,,,
4740,WSM,2011,3.84,0.0,0.0,1.0,0.0
4744,IRN,2011,3.76,1.0,1.0,1.0,2.0
4747,LBN,2011,3.93,,,,
4750,BHS,2011,30.66,,,,
4751,BRA,2011,30.68,2.0,2.0,2.0,2.0
4756,ZAF,2011,36.18,1.0,1.0,1.0,2.0
4757,BLZ,2011,36.76,2.0,1.0,2.0,2.0
4758,TTO,2011,37.76,2.0,2.0,1.0,2.0
4761,GTM,2011,39.27,0.0,0.0,0.0,2.0
4766,MOZ,2011,4.14,1.0,0.0,2.0,1.0
4767,EGY,2011,4.14,1.0,1.0,0.0,1.0
4769,TLS,2011,4.25,,,,
4774,TKM,2011,4.22,,,,
4779,MMR,2011,4.31,1.0,1.0,1.0,1.0
4782,ARM,2011,4.33,1.0,2.0,0.0,1.0
4783,IND,2011,4.32,1.0,2.0,1.0,2.0
4786,GRD,2011,4.38,,,,
4789,LKA,2011,4.54,,,,
4793,FSM,2011,4.68,,,,
4794,PRK,2011,4.68,,,,
4796,SLB,2011,4.71,1.0,0.0,0.0,1.0
4801,RWA,2011,4.8,2.0,2.0,2.0,2.0
4802,IDN,2011,4.83,1.0,1.0,1.0,1.0
4803,CHL,2011,4.76,,,,
4804,TUR,2011,4.93,1.0,2.0,0.0,2.0
4805,BLR,2011,4.89,2.0,2.0,2.0,2.0
4806,CUB,2011,4.9,2.0,2.0,2.0,2.0
4807,LSO,2011,40.59,,,,
4815,ALB,2011,5.08,1.0,2.0,1.0,1.0
4821,EST,2011,5.27,1.0,1.0,1.0,1.0
4822,ARG,2011,5.27,,,,
4823,BDI,2011,5.39,0.0,0.0,0.0,0.0
4826,USA,2011,5.37,2.0,2.0,1.0,2.0
4827,KIR,2011,5.46,1.0,1.0,0.0,1.0
4828,GEO,2011,5.5,1.0,0.0,0.0,2.0
4837,UKR,2011,5.81,,,,
4839,SOM,2011,5.95,,,,
4841,KEN,2011,5.89,1.0,1.0,0.0,1.0
4842,URY,2011,5.89,,,,
4843,JAM,2011,50.39,2.0,1.0,1.0,2.0
4844,VEN,2011,52.85,,,,
4848,COL,2011,57.47,0.0,1.0,2.0,2.0
4857,YEM,2011,6.32,0.0,0.0,0.0,1.0
4859,GHA,2011,6.38,1.0,1.0,1.0,2.0
4861,BEN,2011,6.56,1.0,0.0,2.0,2.0
4863,PER,2011,6.58,2.0,1.0,1.0,2.0
4864,SDN,2011,6.59,1.0,0.0,0.0,2.0
4872,THA,2011,6.91,2.0,2.0,2.0,2.0
4874,LVA,2011,6.89,1.0,0.0,0.0,1.0
4879,STP,2011,6.97,0.0,0.0,0.0,0.0
4880,LTU,2011,6.99,1.0,2.0,0.0,2.0
4882,LAO,2011,7.29,0.0,0.0,0.0,1.0
4883,ZMB,2011,7.33,1.0,1.0,1.0,0.0
4884,MDA,2011,7.26,2.0,0.0,0.0,2.0
4885,DJI,2011,7.36,,,,
4891,MDG,2011,7.94,1.0,0.0,1.0,1.0
4895,SLV,2011,70.46,1.0,0.0,1.0,1.0
4898,SUR,2011,8.04,,,,
4901,COM,2011,8.34,,,,
4905,PAK,2011,8.35,,,,
4907,ETH,2011,8.44,,,,
4911,SEN,2011,8.51,0.0,0.0,1.0,1.0
4913,CMR,2011,8.68,1.0,0.0,0.0,1.0
4914,SLE,2011,8.82,,,,
4916,AFG,2011,8.85,0.0,-1.0,0.0,1.0
4920,HND,2011,83.56,1.0,0.0,1.0,0.0
4924,GMB,2011,9.31,,,,
4925,KGZ,2011,9.26,1.0,1.0,1.0,2.0
4926,GAB,2011,9.39,0.0,0.0,0.0,0.0
4930,TGO,2011,9.73,,,,
4931,GIN,2011,9.72,2.0,0.0,2.0,0.0
4932,KAZ,2011,9.65,2.0,-1.0,2.0,2.0
4933,TZA,2011,9.76,1.0,0.0,1.0,1.0
4934,MNG,2011,9.84,1.0,0.0,0.0,2.0
4935,TCD,2011,9.9,,,,
4936,BFA,2011,9.95,0.0,0.0,0.0,0.0
4947,JPN,2010,0.37,2.0,2.0,-1.0,0.0
4952,QAT,2010,0.55,2.0,2.0,0.0,2.0
4956,SVN,2010,0.5,0.0,2.0,1.0,2.0
4960,BRN,2010,0.56,0.0,0.0,0.0,1.0
4961,CYP,2010,0.55,0.0,1.0,1.0,1.0
4964,AUT,2010,0.58,2.0,1.0,2.0,2.0
4968,SGP,2010,0.61,1.0,1.0,2.0,2.0
4974,OMN,2010,0.74,2.0,2.0,-1.0,2.0
4975,ISL,2010,0.65,2.0,1.0,1.0,1.0
4976,CHE,2010,0.65,1.0,1.0,1.0,2.0
4979,NOR,2010,0.69,0.0,1.0,0.0,1.0
4988,BHR,2010,0.8,2.0,2.0,-1.0,2.0
4991,DNK,2010,0.82,,,,
4992,MLT,2010,0.84,,,,
4994,ESP,2010,0.84,1.0,2.0,2.0,2.0
4998,ARE,2010,0.93,1.0,-1.0,-1.0,-1.0
5003,ITA,2010,0.88,1.0,1.0,2.0,2.0
5004,DEU,2010,0.94,2.0,2.0,2.0,2.0
5005,NLD,2010,0.91,2.0,2.0,0.0,2.0
5008,CZE,2010,0.95,2.0,2.0,2.0,2.0
5009,FRA,2010,1.0,,,,
5010,POL,2010,1.05,2.0,0.0,0.0,2.0
5020,SWE,2010,1.08,2.0,2.0,2.0,2.0
5021,LUX,2010,1.14,,,,
5024,CHN,2010,1.1,1.0,2.0,1.0,2.0
5034,AUS,2010,1.2,2.0,2.0,2.0,0.0
5037,IRL,2010,1.2,,,,
5040,DZA,2010,1.26,1.0,2.0,1.0,2.0
5046,KOR,2010,1.31,,,,
5049,NZL,2010,1.26,2.0,2.0,1.0,2.0
5052,HRV,2010,1.37,2.0,1.0,2.0,2.0
5059,BEL,2010,1.47,2.0,1.0,1.0,2.0
5061,PRT,2010,1.48,2.0,2.0,1.0,2.0
5063,GRC,2010,1.54,,,,
5067,MAR,2010,1.57,2.0,2.0,1.0,2.0
5069,SVK,2010,1.64,2.0,1.0,1.0,2.0
5070,HUN,2010,1.57,,,,
5072,CAN,2010,1.63,2.0,2.0,2.0,2.0
5073,GBR,2010,1.6,2.0,2.0,1.0,2.0
5080,SAU,2010,1.69,2.0,2.0,0.0,1.0
5088,VNM,2010,1.81,2.0,2.0,2.0,1.0
5093,BIH,2010,1.89,,,,
5097,KWT,2010,1.91,0.0,2.0,0.0,2.0
5098,SRB,2010,1.94,2.0,1.0,0.0,2.0
5099,TCD,2010,10.04,,,,
5100,BFA,2010,9.99,0.0,0.0,0.0,0.0
5102,MNG,2010,10.08,1.0,0.0,0.0,2.0
