,SpatialDimValueCode,Period,HomicideRate,childHomeVisits,elderCare,partnerVioPrevention,youthPrograms
8264,BRN,2004,0.86,0.0,0.0,0.0,1.0
8267,QAT,2004,0.91,2.0,2.0,0.0,2.0
8270,GRC,2004,0.9,,,,
8276,NOR,2004,0.89,0.0,1.0,0.0,1.0
8279,BHR,2004,0.96,2.0,2.0,-1.0,2.0
8284,IRL,2004,1.01,,,,
8286,CHE,2004,1.01,1.0,1.0,1.0,2.0
8289,SGP,2004,1.02,1.0,1.0,2.0,2.0
8292,DEU,2004,1.06,2.0,2.0,2.0,2.0
8300,FRA,2004,1.21,,,,
8302,ESP,2004,1.22,1.0,2.0,2.0,2.0
8303,SWE,2004,1.22,2.0,2.0,2.0,2.0
8305,NLD,2004,1.24,2.0,2.0,0.0,2.0
8306,NZL,2004,1.23,2.0,2.0,1.0,2.0
8307,SVN,2004,1.21,0.0,2.0,1.0,2.0
8308,ITA,2004,1.24,1.0,1.0,2.0,2.0
8310,ARE,2004,1.35,1.0,-1.0,-1.0,-1.0
8314,MLT,2004,1.26,,,,
8316,AUS,2004,1.28,2.0,2.0,2.0,0.0
8317,CZE,2004,1.31,2.0,2.0,2.0,2.0
8327,CYP,2004,1.5,0.0,1.0,1.0,1.0
8349,VNM,2004,1.67,2.0,2.0,2.0,1.0
8353,PRT,2004,1.66,2.0,2.0,1.0,2.0
8354,CHN,2004,1.73,1.0,2.0,1.0,2.0
8356,POL,2004,1.69,2.0,0.0,0.0,2.0
8358,DZA,2004,1.79,1.0,2.0,1.0,2.0
8359,MAR,2004,1.84,2.0,2.0,1.0,2.0
8362,SAU,2004,1.79,2.0,2.0,0.0,1.0
8369,KOR,2004,1.94,,,,
8371,HRV,2004,1.88,2.0,1.0,2.0,2.0
8373,GAB,2004,10.11,0.0,0.0,0.0,0.0
8376,CMR,2004,10.06,1.0,0.0,0.0,1.0
8377,BFA,2004,10.24,0.0,0.0,0.0,0.0
8378,LVA,2004,10.66,1.0,0.0,0.0,1.0
8380,GIN,2004,11.06,2.0,0.0,2.0,0.0
8381,TGO,2004,11.07,,,,
8384,TCD,2004,11.25,,,,
8388,BRB,2004,11.61,,,,
8393,COG,2004,11.94,,,,
8394,GNB,2004,12.14,,,,
8395,PAN,2004,12.19,0.0,2.0,1.0,1.0
8398,AGO,2004,12.29,,,,
8399,NER,2004,12.39,0.0,2.0,0.0,1.0
8400,SYC,2004,12.44,1.0,2.0,1.0,2.0
8401,NGA,2004,12.48,0.0,0.0,1.0,1.0
8403,SUR,2004,12.92,,,,
8405,ERI,2004,13.1,,,,
8407,MLI,2004,13.47,,,,
8411,LBR,2004,13.72,1.0,1.0,1.0,1.0
8412,MRT,2004,13.93,1.0,0.0,0.0,0.0
8415,NIC,2004,13.98,2.0,0.0,2.0,2.0
8416,CIV,2004,13.97,,,,
8418,COD,2004,14.3,,,,
8425,ZWE,2004,14.9,1.0,1.0,0.0,0.0
8430,KAZ,2004,15.5,2.0,-1.0,2.0,2.0
8431,MNG,2004,15.58,1.0,0.0,0.0,2.0
8435,BHS,2004,16.24,,,,
8441,SSD,2004,16.99,,,,
8445,BWA,2004,17.59,0.0,1.0,2.0,2.0
8460,CAN,2004,1.95,2.0,2.0,2.0,2.0
8462,BEL,2004,2.05,2.0,1.0,1.0,2.0
8464,GBR,2004,2.04,2.0,2.0,1.0,2.0
8469,BIH,2004,2.25,,,,
8470,HUN,2004,2.21,,,,
8473,BTN,2004,2.34,0.0,0.0,1.0,1.0
8475,SRB,2004,2.29,2.0,1.0,0.0,2.0
8476,SVK,2004,2.27,2.0,1.0,1.0,2.0
8483,MDV,2004,2.47,1.0,0.0,0.0,2.0
8485,TUN,2004,2.57,1.0,2.0,0.0,0.0
8486,KWT,2004,2.55,0.0,2.0,0.0,2.0
8487,FIN,2004,2.56,2.0,2.0,1.0,2.0
8491,SYR,2004,2.7,,,,
8492,AZE,2004,2.68,0.0,0.0,0.0,1.0
8500,FJI,2004,2.79,1.0,1.0,0.0,1.0
8502,TJK,2004,2.76,1.0,2.0,0.0,1.0
8509,VCT,2004,20.09,,,,
8510,PHL,2004,20.05,1.0,1.0,0.0,2.0
8513,HTI,2004,20.47,,,,
8518,NAM,2004,21.53,,,,
8519,ECU,2004,21.81,0.0,0.0,0.0,2.0
8520,SWZ,2004,21.97,1.0,0.0,0.0,2.0
8522,PRY,2004,22.17,,,,
8524,LCA,2004,22.89,,,,
8525,IRQ,2004,23.31,1.0,2.0,0.0,2.0
8526,CAF,2004,23.93,,,,
8527,GUY,2004,24.53,1.0,0.0,0.0,1.0
8530,DOM,2004,25.89,1.0,2.0,0.0,2.0
8533,TTO,2004,26.85,2.0,2.0,1.0,2.0
8534,RUS,2004,27.25,0.0,2.0,1.0,1.0
8536,BLZ,2004,28.6,2.0,1.0,2.0,2.0
8538,JAM,2004,29.35,2.0,1.0,1.0,2.0
8539,VUT,2004,2.95,0.0,0.0,0.0,0.0
8543,MYS,2004,3.02,2.0,2.0,0.0,1.0
8546,BGR,2004,2.98,2.0,2.0,0.0,1.0
8551,BGD,2004,3.13,1.0,1.0,0.0,1.0
8552,MUS,2004,3.14,,,,
8560,EGY,2004,3.32,1.0,1.0,0.0,1.0
8561,MKD,2004,3.28,2.0,0.0,1.0,1.0
8564,ROU,2004,3.27,2.0,2.0,2.0,2.0
8566,JOR,2004,3.38,0.0,2.0,0.0,2.0
8570,MNE,2004,3.53,1.0,2.0,1.0,2.0
8571,GRD,2004,3.49,,,,
8574,UZB,2004,3.65,2.0,0.0,0.0,1.0
8575,LBY,2004,3.67,,,,
8578,ISR,2004,3.74,1.0,2.0,2.0,2.0
8579,GNQ,2004,3.82,,,,
8583,NPL,2004,3.85,1.0,0.0,0.0,1.0
8586,BRA,2004,32.06,2.0,2.0,2.0,2.0
8595,GTM,2004,37.51,0.0,0.0,0.0,2.0
8606,ARM,2004,4.0,1.0,2.0,0.0,1.0
8607,LBN,2004,4.06,,,,
8610,TLS,2004,4.24,,,,
8611,TON,2004,4.23,,,,
8612,MWI,2004,4.16,1.0,1.0,2.0,2.0
8614,KHM,2004,4.15,0.0,0.0,0.0,0.0
8618,PRK,2004,4.39,,,,
8619,YEM,2004,4.39,0.0,0.0,0.0,1.0
8621,IRN,2004,4.36,1.0,1.0,1.0,2.0
8625,FSM,2004,4.62,,,,
8629,KEN,2004,4.63,1.0,1.0,0.0,1.0
8630,IND,2004,4.64,1.0,2.0,1.0,2.0
8634,MMR,2004,4.67,1.0,1.0,1.0,1.0
8648,LSO,2004,45.94,,,,
8650,ZAF,2004,47.7,1.0,1.0,1.0,2.0
8652,VEN,2004,48.49,,,,
8657,TUR,2004,5.19,1.0,2.0,0.0,2.0
8659,WSM,2004,5.3,0.0,0.0,1.0,0.0
8664,CHL,2004,5.33,,,,
8667,BDI,2004,5.41,0.0,0.0,0.0,0.0
8668,ALB,2004,5.45,1.0,2.0,1.0,1.0
8669,TKM,2004,5.4,,,,
8672,ATG,2004,5.53,,,,
8674,SLB,2004,5.56,1.0,0.0,0.0,1.0
8677,IDN,2004,5.68,1.0,1.0,1.0,1.0
8681,URY,2004,5.84,,,,
8683,STP,2004,5.86,0.0,0.0,0.0,0.0
8685,HND,2004,54.03,1.0,0.0,1.0,0.0
8689,MOZ,2004,6.02,1.0,0.0,2.0,1.0
8690,RWA,2004,5.99,2.0,2.0,2.0,2.0
8693,CUB,2004,6.05,2.0,2.0,2.0,2.0
8694,USA,2004,6.14,2.0,2.0,1.0,2.0
8696,KIR,2004,6.21,1.0,1.0,0.0,1.0
8699,SOM,2004,6.39,,,,
8705,ARG,2004,6.46,,,,
8708,GHA,2004,6.62,1.0,1.0,1.0,2.0
8713,CRI,2004,6.66,0.0,2.0,2.0,2.0
8716,SLV,2004,68.67,1.0,0.0,1.0,1.0
8719,BOL,2004,7.05,1.0,0.0,0.0,1.0
8721,PAK,2004,7.15,,,,
8723,BEN,2004,7.17,1.0,0.0,2.0,2.0
8724,PER,2004,7.18,2.0,1.0,1.0,2.0
8726,SDN,2004,7.63,1.0,0.0,0.0,2.0
8729,ZMB,2004,7.9,1.0,1.0,1.0,0.0
8732,COL,2004,70.45,0.0,1.0,2.0,2.0
8736,LAO,2004,8.13,0.0,0.0,0.0,1.0
8742,DJI,2004,8.27,,,,
8745,LKA,2004,8.29,,,,
8747,KGZ,2004,8.51,1.0,1.0,1.0,2.0
8748,THA,2004,8.65,2.0,2.0,2.0,2.0
8749,GEO,2004,8.55,1.0,0.0,0.0,2.0
8750,EST,2004,8.63,1.0,1.0,1.0,1.0
8751,UKR,2004,8.64,,,,
8759,TZA,2004,8.99,1.0,0.0,1.0,1.0
8761,CPV,2004,9.15,,,,
8763,MDG,2004,9.18,1.0,0.0,1.0,1.0
8764,SLE,2004,9.17,,,,
8765,MDA,2004,9.28,2.0,0.0,0.0,2.0
8768,MEX,2004,9.39,2.0,1.0,2.0,2.0
8769,UGA,2004,9.53,1.0,1.0,0.0,1.0
8772,SEN,2004,9.58,0.0,0.0,1.0,1.0
8773,GMB,2004,9.69,,,,
8774,AFG,2004,9.74,0.0,-1.0,0.0,1.0
8776,PNG,2004,9.85,0.0,0.0,0.0,1.0
8778,COM,2004,9.95,,,,
8780,ETH,2004,9.88,,,,
8781,BLR,2004,9.86,2.0,2.0,2.0,2.0
8782,LTU,2004,9.91,1.0,2.0,0.0,2.0
8792,AUT,2003,0.61,2.0,1.0,2.0,2.0
8797,JPN,2003,0.59,2.0,2.0,-1.0,0.0
8804,OMN,2003,0.83,2.0,2.0,-1.0,2.0
8805,ISL,2003,0.76,2.0,1.0,1.0,1.0
8809,MLT,2003,0.85,,,,
8811,QAT,2003,0.92,2.0,2.0,0.0,2.0
8815,BRN,2003,0.92,0.0,0.0,0.0,1.0
8824,BHR,2003,1.02,2.0,2.0,-1.0,2.0
8829,CHE,2003,1.04,1.0,1.0,1.0,2.0
8830,SWE,2003,1.03,2.0,2.0,2.0,2.0
8836,DEU,2003,1.08,2.0,2.0,2.0,2.0
8837,GRC,2003,1.09,,,,
8839,IRL,2003,1.14,,,,
8840,SGP,2003,1.14,1.0,1.0,2.0,2.0
8841,NOR,2003,1.1,0.0,1.0,0.0,1.0
8848,FRA,2003,1.22,,,,
8849,DNK,2003,1.2,,,,
8850,LUX,2003,1.24,,,,
8855,SVN,2003,1.28,0.0,2.0,1.0,2.0
8856,NLD,2003,1.3,2.0,2.0,0.0,2.0
8857,AUS,2003,1.31,2.0,2.0,2.0,0.0
8858,ITA,2003,1.25,1.0,1.0,2.0,2.0
8869,ESP,2003,1.4,1.0,2.0,2.0,2.0
8870,CZE,2003,1.41,2.0,2.0,2.0,2.0
8872,NZL,2003,1.42,2.0,2.0,1.0,2.0
8876,ARE,2003,1.48,1.0,-1.0,-1.0,-1.0
8884,CYP,2003,1.59,0.0,1.0,1.0,1.0
8889,VNM,2003,1.68,2.0,2.0,2.0,1.0
8892,HRV,2003,1.66,2.0,1.0,2.0,2.0
8899,PRT,2003,1.73,2.0,2.0,1.0,2.0
8900,CAN,2003,1.73,2.0,2.0,2.0,2.0
8905,SAU,2003,1.76,2.0,2.0,0.0,1.0
8906,KOR,2003,1.84,,,,
8908,POL,2003,1.75,2.0,0.0,0.0,2.0
8909,CHN,2003,1.84,1.0,2.0,1.0,2.0
8912,MAR,2003,1.9,2.0,2.0,1.0,2.0
8916,BEL,2003,1.88,2.0,1.0,1.0,2.0
8918,GAB,2003,10.05,0.0,0.0,0.0,0.0
8921,PNG,2003,10.13,0.0,0.0,0.0,1.0
8922,CMR,2003,10.14,1.0,0.0,0.0,1.0
8924,COM,2003,10.16,,,,
8925,GMB,2003,10.22,,,,
8926,ETH,2003,10.18,,,,
8927,MEX,2003,10.21,2.0,1.0,2.0,2.0
8930,BFA,2003,10.42,0.0,0.0,0.0,0.0
8931,AFG,2003,10.4,0.0,-1.0,0.0,1.0
8933,BLR,2003,10.4,2.0,2.0,2.0,2.0
8935,TGO,2003,11.08,,,,
8936,BRB,2003,11.18,,,,
8937,MDA,2003,11.15,2.0,0.0,0.0,2.0
8938,GIN,2003,11.35,2.0,0.0,2.0,0.0
8941,EST,2003,11.32,1.0,1.0,1.0,1.0
8942,TCD,2003,11.42,,,,
8946,COG,2003,12.11,,,,
8949,LVA,2003,12.34,1.0,0.0,0.0,1.0
8950,SYC,2003,12.43,1.0,2.0,1.0,2.0
8951,GNB,2003,12.52,,,,
8953,AGO,2003,12.65,,,,
8956,NGA,2003,12.76,0.0,0.0,1.0,1.0
8958,NER,2003,12.98,0.0,2.0,0.0,1.0
8959,PAN,2003,13.2,0.0,2.0,1.0,1.0
8961,ERI,2003,13.45,,,,
8963,NIC,2003,13.5,2.0,0.0,2.0,2.0
8964,MLI,2003,13.57,,,,
8965,SUR,2003,13.77,,,,
8968,LBR,2003,14.1,1.0,1.0,1.0,1.0
8970,CIV,2003,14.15,,,,
8971,MRT,2003,14.26,1.0,0.0,0.0,0.0
8972,COD,2003,14.4,,,,
8977,ZWE,2003,14.78,1.0,1.0,0.0,0.0
8986,KAZ,2003,15.61,2.0,-1.0,2.0,2.0
8987,MNG,2003,15.74,1.0,0.0,0.0,2.0
8992,BHS,2003,16.43,,,,
8998,ECU,2003,17.47,0.0,0.0,0.0,2.0
9000,SSD,2003,17.56,,,,
9002,VCT,2003,17.99,,,,
9009,BWA,2003,18.39,0.0,1.0,2.0,2.0
9020,HUN,2003,1.99,,,,
9023,GBR,2003,1.97,2.0,2.0,1.0,2.0
9024,BTN,2003,2.14,0.0,0.0,1.0,1.0
9025,DZA,2003,2.11,1.0,2.0,1.0,2.0
9029,FIN,2003,2.21,2.0,2.0,1.0,2.0
9037,KWT,2003,2.31,0.0,2.0,0.0,2.0
9038,BIH,2003,2.43,,,,
9042,MDV,2003,2.49,1.0,0.0,0.0,2.0
9044,TUN,2003,2.57,1.0,2.0,0.0,0.0
9046,SYR,2003,2.65,,,,
9052,AZE,2003,2.7,0.0,0.0,0.0,1.0
9054,SVK,2003,2.71,2.0,1.0,1.0,2.0
9058,MUS,2003,2.81,,,,
9067,FJI,2003,2.88,1.0,1.0,0.0,1.0
9069,SRB,2003,2.87,2.0,1.0,0.0,2.0
9070,MKD,2003,2.89,2.0,0.0,1.0,1.0
9072,HTI,2003,20.4,,,,
9076,PHL,2003,20.84,1.0,1.0,0.0,2.0
9077,SWZ,2003,21.72,1.0,0.0,0.0,2.0
9079,NAM,2003,21.88,,,,
9082,DOM,2003,22.67,1.0,2.0,0.0,2.0
9084,LCA,2003,22.65,,,,
9086,IRQ,2003,23.29,1.0,2.0,0.0,2.0
9088,CAF,2003,23.98,,,,
9089,PRY,2003,24.32,,,,
9091,JAM,2003,24.73,2.0,1.0,1.0,2.0
9092,TTO,2003,24.78,2.0,2.0,1.0,2.0
9095,GUY,2003,27.45,1.0,0.0,0.0,1.0
9096,BLZ,2003,27.41,2.0,1.0,2.0,2.0
9099,RUS,2003,28.88,0.0,2.0,1.0,1.0
9101,VUT,2003,3.03,0.0,0.0,0.0,0.0
9106,TJK,2003,3.03,1.0,2.0,0.0,1.0
9107,BGD,2003,3.05,1.0,1.0,0.0,1.0
9110,MYS,2003,3.08,2.0,2.0,0.0,1.0
9117,BGR,2003,3.16,2.0,2.0,0.0,1.0
9122,EGY,2003,3.39,1.0,1.0,0.0,1.0
9123,JOR,2003,3.45,0.0,2.0,0.0,2.0
9131,LBY,2003,3.69,,,,
9132,NPL,2003,3.72,1.0,0.0,0.0,1.0
9135,MNE,2003,3.81,1.0,2.0,1.0,2.0
9136,GRD,2003,3.75,,,,
9137,UZB,2003,3.8,2.0,0.0,0.0,1.0
9138,GNQ,2003,3.85,,,,
9141,ARM,2003,3.89,1.0,2.0,0.0,1.0
9142,ROU,2003,3.92,2.0,2.0,2.0,2.0
9147,BRA,2003,34.22,2.0,2.0,2.0,2.0
9151,GTM,2003,36.17,0.0,0.0,0.0,2.0
9163,LBN,2003,4.06,,,,
9167,TLS,2003,4.25,,,,
9168,KEN,2003,4.25,1.0,1.0,0.0,1.0
9169,MWI,2003,4.28,1.0,1.0,2.0,2.0
9170,TON,2003,4.31,,,,
9171,KHM,2003,4.25,0.0,0.0,0.0,0.0
9177,YEM,2003,4.39,0.0,0.0,0.0,1.0
9179,FSM,2003,4.52,,,,
9182,IRN,2003,4.53,1.0,1.0,1.0,2.0
9189,MMR,2003,4.69,1.0,1.0,1.0,1.0
9191,IND,2003,4.68,1.0,2.0,1.0,2.0
9199,LSO,2003,46.11,,,,
9203,ZAF,2003,48.91,1.0,1.0,1.0,2.0
9207,PRK,2003,5.15,,,,
9209,TUR,2003,5.09,1.0,2.0,0.0,2.0
9214,CHL,2003,5.21,,,,
9216,ISR,2003,5.31,1.0,2.0,2.0,2.0
9219,BDI,2003,5.45,0.0,0.0,0.0,0.0
9220,ATG,2003,5.38,,,,
9221,TKM,2003,5.42,,,,
9222,WSM,2003,5.55,0.0,0.0,1.0,0.0
9229,SLB,2003,5.75,1.0,0.0,0.0,1.0
9230,IDN,2003,5.72,1.0,1.0,1.0,1.0
9236,URY,2003,5.92,,,,
9237,CUB,2003,5.89,2.0,2.0,2.0,2.0
9239,HND,2003,50.5,1.0,0.0,1.0,0.0
9240,VEN,2003,58.85,,,,
9243,ALB,2003,6.08,1.0,2.0,1.0,1.0
9246,MOZ,2003,6.18,1.0,0.0,2.0,1.0
9247,RWA,2003,6.21,2.0,2.0,2.0,2.0
9250,KIR,2003,6.29,1.0,1.0,0.0,1.0
9252,USA,2003,6.34,2.0,2.0,1.0,2.0
9253,STP,2003,6.38,0.0,0.0,0.0,0.0
9255,SOM,2003,6.49,,,,
9260,GHA,2003,6.63,1.0,1.0,1.0,2.0
9275,SLV,2003,64.76,1.0,0.0,1.0,1.0
9277,PAK,2003,7.15,,,,
9278,BOL,2003,7.07,1.0,0.0,0.0,1.0
9279,BEN,2003,7.22,1.0,0.0,2.0,2.0
9282,PER,2003,7.19,2.0,1.0,1.0,2.0
9284,CRI,2003,7.25,0.0,2.0,2.0,2.0
9289,SDN,2003,7.69,1.0,0.0,0.0,2.0
9292,COL,2003,75.75,0.0,1.0,2.0,2.0
9296,LKA,2003,8.11,,,,
9297,LAO,2003,8.22,0.0,0.0,0.0,1.0
9300,GEO,2003,8.21,1.0,0.0,0.0,2.0
9303,ARG,2003,8.32,,,,
9304,DJI,2003,8.38,,,,
9309,ZMB,2003,8.54,1.0,1.0,1.0,0.0
9310,KGZ,2003,8.53,1.0,1.0,1.0,2.0
9312,TZA,2003,8.94,1.0,0.0,1.0,1.0
9315,CPV,2003,9.13,,,,
9317,SLE,2003,9.22,,,,
9318,MDG,2003,9.28,1.0,0.0,1.0,1.0
9321,UKR,2003,9.44,,,,
9325,UGA,2003,9.55,1.0,1.0,0.0,1.0
9327,SEN,2003,9.79,0.0,0.0,1.0,1.0
9328,THA,2003,9.78,2.0,2.0,2.0,2.0
9329,LTU,2003,9.84,1.0,2.0,0.0,2.0
9342,JPN,2002,0.62,2.0,2.0,-1.0,0.0
9349,GRC,2002,0.76,,,,
9355,OMN,2002,0.88,2.0,2.0,-1.0,2.0
9356,QAT,2002,0.91,2.0,2.0,0.0,2.0
9357,AUT,2002,0.89,2.0,1.0,2.0,2.0
9360,ISL,2002,0.94,2.0,1.0,1.0,1.0
9361,NOR,2002,0.89,0.0,1.0,0.0,1.0
9363,BRN,2002,0.99,0.0,0.0,0.0,1.0
9367,DNK,2002,1.01,,,,
9374,BHR,2002,1.08,2.0,2.0,-1.0,2.0
9380,CHE,2002,1.1,1.0,1.0,1.0,2.0
9383,ITA,2002,1.13,1.0,1.0,2.0,2.0
9385,DEU,2002,1.13,2.0,2.0,2.0,2.0
9392,NLD,2002,1.25,2.0,2.0,0.0,2.0
9399,SGP,2002,1.26,1.0,1.0,2.0,2.0
9402,FRA,2002,1.29,,,,
9403,SWE,2002,1.32,2.0,2.0,2.0,2.0
9404,IRL,2002,1.34,,,,
9405,LUX,2002,1.34,,,,
9413,MLT,2002,1.43,,,,
9414,ESP,2002,1.37,1.0,2.0,2.0,2.0
9415,CZE,2002,1.41,2.0,2.0,2.0,2.0
9417,ARE,2002,1.51,1.0,-1.0,-1.0,-1.0
9420,SVN,2002,1.48,0.0,2.0,1.0,2.0
9421,AUS,2002,1.52,2.0,2.0,2.0,0.0
9422,HRV,2002,1.53,2.0,1.0,2.0,2.0
9434,VNM,2002,1.69,2.0,2.0,2.0,1.0
9437,KOR,2002,1.73,,,,
9444,SAU,2002,1.75,2.0,2.0,0.0,1.0
9445,CYP,2002,1.77,0.0,1.0,1.0,1.0
9449,NZL,2002,1.81,2.0,2.0,1.0,2.0
9453,PRT,2002,1.85,2.0,2.0,1.0,2.0
9457,MAR,2002,1.89,2.0,2.0,1.0,2.0
9459,CAN,2002,1.85,2.0,2.0,2.0,2.0
9461,GAB,2002,10.13,0.0,0.0,0.0,0.0
9462,CMR,2002,10.11,1.0,0.0,0.0,1.0
9463,UKR,2002,10.06,,,,
9465,AFG,2002,10.18,0.0,-1.0,0.0,1.0
9468,COM,2002,10.35,,,,
9470,MEX,2002,10.41,2.0,1.0,2.0,2.0
9471,BFA,2002,10.54,0.0,0.0,0.0,0.0
9472,ETH,2002,10.46,,,,
9474,GMB,2002,10.7,,,,
9475,BRB,2002,10.75,,,,
9478,TGO,2002,11.07,,,,
9481,TCD,2002,11.59,,,,
9482,GIN,2002,11.63,2.0,0.0,2.0,0.0
9485,BLR,2002,11.68,2.0,2.0,2.0,2.0
9488,MDA,2002,12.0,2.0,0.0,0.0,2.0
9490,EST,2002,12.15,1.0,1.0,1.0,1.0
9491,COG,2002,12.23,,,,
9494,SYC,2002,12.41,1.0,2.0,1.0,2.0
9495,GNB,2002,12.56,,,,
9496,NIC,2002,12.69,2.0,0.0,2.0,2.0
9497,LVA,2002,12.73,1.0,0.0,0.0,1.0
9498,AGO,2002,12.88,,,,
9500,NGA,2002,12.98,0.0,0.0,1.0,1.0
9503,NER,2002,13.58,0.0,2.0,0.0,1.0
9505,MLI,2002,13.72,,,,
9506,ERI,2002,13.79,,,,
9510,CIV,2002,14.29,,,,
9511,PAN,2002,14.4,0.0,2.0,1.0,1.0
9512,SUR,2002,14.38,,,,
9513,COD,2002,14.51,,,,
9514,MRT,2002,14.56,1.0,0.0,0.0,0.0
9516,LBR,2002,14.73,1.0,1.0,1.0,1.0
9518,ZWE,2002,14.81,1.0,1.0,0.0,0.0
9522,KAZ,2002,15.28,2.0,-1.0,2.0,2.0
9528,MNG,2002,15.74,1.0,0.0,0.0,2.0
9533,TTO,2002,16.33,2.0,2.0,1.0,2.0
9539,BHS,2002,16.88,,,,
9540,VCT,2002,17.2,,,,
9542,BWA,2002,17.33,0.0,1.0,2.0,2.0
9545,SSD,2002,18.08,,,,
9555,DOM,2002,19.53,1.0,2.0,0.0,2.0
9565,CHN,2002,1.96,1.0,2.0,1.0,2.0
9569,POL,2002,1.99,2.0,0.0,0.0,2.0
9570,GBR,2002,2.01,2.0,2.0,1.0,2.0
9571,DZA,2002,2.14,1.0,2.0,1.0,2.0
9572,KWT,2002,2.09,0.0,2.0,0.0,2.0
9580,BEL,2002,2.29,2.0,1.0,1.0,2.0
9585,HUN,2002,2.44,,,,
9586,MDV,2002,2.5,1.0,0.0,0.0,2.0
9590,BIH,2002,2.61,,,,
9592,TUN,2002,2.57,1.0,2.0,0.0,0.0
9593,SYR,2002,2.57,,,,
9595,SVK,2002,2.56,2.0,1.0,1.0,2.0
9596,MUS,2002,2.58,,,,
9597,SRB,2002,2.63,2.0,1.0,0.0,2.0
9598,FIN,2002,2.62,2.0,2.0,1.0,2.0
9609,BTN,2002,2.92,0.0,0.0,1.0,1.0
9610,FJI,2002,2.88,1.0,1.0,0.0,1.0
9612,AZE,2002,2.86,0.0,0.0,0.0,1.0
9616,HTI,2002,20.28,,,,
9617,PHL,2002,20.77,1.0,1.0,0.0,2.0
9621,ECU,2002,21.25,0.0,0.0,0.0,2.0
9623,SWZ,2002,21.81,1.0,0.0,0.0,2.0
9624,NAM,2002,22.13,,,,
9627,LCA,2002,22.64,,,,
9631,IRQ,2002,23.72,1.0,2.0,0.0,2.0
9632,CAF,2002,24.03,,,,
9634,GUY,2002,24.27,1.0,0.0,0.0,1.0
9637,PRY,2002,25.74,,,,
9640,BLZ,2002,28.22,2.0,1.0,2.0,2.0
9652,BGD,2002,3.06,1.0,1.0,0.0,1.0
9653,MYS,2002,3.12,2.0,2.0,0.0,1.0
9655,VUT,2002,3.24,0.0,0.0,0.0,0.0
9657,MKD,2002,3.18,2.0,0.0,1.0,1.0
9663,BGR,2002,3.35,2.0,2.0,0.0,1.0
9664,EGY,2002,3.45,1.0,1.0,0.0,1.0
9667,TJK,2002,3.39,1.0,2.0,0.0,1.0
9671,JOR,2002,3.53,0.0,2.0,0.0,2.0
9673,TLS,2002,3.66,,,,
9674,LBY,2002,3.7,,,,
9677,ROU,2002,3.72,2.0,2.0,2.0,2.0
9679,NPL,2002,3.82,1.0,0.0,0.0,1.0
9682,GNQ,2002,3.9,,,,
9687,RUS,2002,30.48,0.0,2.0,1.0,1.0
9688,GTM,2002,31.93,0.0,0.0,0.0,2.0
9692,BRA,2002,34.11,2.0,2.0,2.0,2.0
9696,JAM,2002,34.99,2.0,1.0,1.0,2.0
9707,GRD,2002,3.96,,,,
9708,ARM,2002,4.04,1.0,2.0,0.0,1.0
9709,UZB,2002,4.0,2.0,0.0,0.0,1.0
9710,LBN,2002,4.06,,,,
9713,KHM,2002,4.11,0.0,0.0,0.0,0.0
9719,MNE,2002,4.26,1.0,2.0,1.0,2.0
9720,KEN,2002,4.25,1.0,1.0,0.0,1.0
9723,YEM,2002,4.44,0.0,0.0,0.0,1.0
9725,FSM,2002,4.47,,,,
9726,TON,2002,4.52,,,,
9733,MMR,2002,4.68,1.0,1.0,1.0,1.0
9735,IRN,2002,4.69,1.0,1.0,1.0,2.0
9739,IND,2002,4.81,1.0,2.0,1.0,2.0
9745,LSO,2002,45.97,,,,
9747,VEN,2002,48.68,,,,
9749,HND,2002,49.54,1.0,0.0,1.0,0.0
9754,TUR,2002,5.09,1.0,2.0,0.0,2.0
9757,ATG,2002,5.12,,,,
9760,PRK,2002,5.25,,,,
9761,CHL,2002,5.31,,,,
9768,BDI,2002,5.48,0.0,0.0,0.0,0.0
9771,MWI,2002,5.56,1.0,1.0,2.0,2.0
9775,TKM,2002,5.6,,,,
9779,WSM,2002,5.78,0.0,0.0,1.0,0.0
9783,SLB,2002,5.84,1.0,0.0,0.0,1.0
9784,IDN,2002,5.76,1.0,1.0,1.0,1.0
9786,ZAF,2002,51.48,1.0,1.0,1.0,2.0
9793,CUB,2002,6.05,2.0,2.0,2.0,2.0
9799,CRI,2002,6.31,0.0,2.0,2.0,2.0
9801,USA,2002,6.35,2.0,2.0,1.0,2.0
9802,KIR,2002,6.38,1.0,1.0,0.0,1.0
9803,RWA,2002,6.41,2.0,2.0,2.0,2.0
9804,MOZ,2002,6.36,1.0,0.0,2.0,1.0
9807,SOM,2002,6.59,,,,
9810,GHA,2002,6.68,1.0,1.0,1.0,2.0
9811,ALB,2002,6.74,1.0,2.0,1.0,1.0
9816,URY,2002,6.94,,,,
9817,SLV,2002,62.22,1.0,0.0,1.0,1.0
9824,BOL,2002,7.09,1.0,0.0,0.0,1.0
9827,STP,2002,7.16,0.0,0.0,0.0,0.0
9828,PAK,2002,7.25,,,,
9829,PER,2002,7.21,2.0,1.0,1.0,2.0
9831,BEN,2002,7.27,1.0,0.0,2.0,2.0
9837,SDN,2002,7.74,1.0,0.0,0.0,2.0
9839,GEO,2002,7.83,1.0,0.0,0.0,2.0
9842,LKA,2002,8.11,,,,
9844,ISR,2002,8.22,1.0,2.0,2.0,2.0
