SpatialDimValueCode,Period,FactValueNumeric_alcohol,FactValueNumeric
CHE,2014,9.66,10.01
AUS,2014,9.86,11.31
LBR,2014,2.82,8.46
ARG,2014,8.22,9.16
BLZ,2014,6.67,6.89
VCT,2014,7.2,1.37
LAO,2014,6.68,6.17
MUS,2014,6.81,9.85
BRA,2014,6.93,5.4
GEO,2014,6.89,8.58
THA,2014,6.88,6.87
SWZ,2014,7.07,54.63
SRB,2014,7.19,12.02
ISL,2014,7.16,14.37
SWE,2014,7.22,12.28
GRD,2014,7.95,0.45
GRC,2014,7.28,4.04
AGO,2014,7.43,13.14
ITA,2014,7.35,5.03
ZAF,2014,7.5,25.28
UKR,2014,7.5,20.39
CHL,2014,7.68,9.13
MLT,2014,7.71,6.33
CYP,2014,7.81,4.77
UGA,2014,7.84,11.4
VNM,2014,2.89,7.64
HTI,2014,2.77,12.0
AFG,2014,0.003,6.02
MDG,2014,0.7,9.79
JOR,2014,0.36,1.86
MAR,2014,0.41,7.9
OMN,2014,0.44,4.68
TLS,2014,0.41,4.24
DZA,2014,0.52,2.78
MYS,2014,0.55,5.1
SLB,2014,0.65,18.1
BRN,2014,0.67,1.7
TCD,2014,0.65,14.6
NPL,2014,0.68,9.93
SLE,2014,0.27,10.95
TJK,2014,0.85,5.11
RWA,2014,0.95,10.07
ERI,2014,0.97,18.87
QAT,2014,1.02,5.02
ETH,2014,1.18,10.02
LBN,2014,1.21,2.84
MOZ,2014,1.16,24.68
PNG,2014,1.18,3.62
CAF,2014,1.32,27.59
AZE,2014,0.36,4.1
SEN,2014,0.27,11.97
MDV,2014,1.26,2.88
IRN,2014,0.067,6.06
LKA,2014,2.59,12.72
BGD,2014,0.004,3.73
KWT,2014,0.0,2.38
LBY,2014,0.009,6.06
MRT,2014,0.0,5.4
SAU,2014,0.0,6.3
SOM,2014,0.0,15.16
YEM,2014,0.031,7.03
IDN,2014,0.082,2.62
NER,2014,0.12,10.65
KIR,2014,0.3,31.62
PAK,2014,0.05,9.96
SDN,2014,0.12,4.99
BTN,2014,0.18,5.19
COM,2014,0.15,8.87
EGY,2014,0.19,3.69
IRQ,2014,0.16,5.49
SYR,2014,0.19,2.06
TON,2014,0.24,5.35
GIN,2014,0.32,12.97
COD,2014,1.34,12.57
DJI,2014,0.4,12.19
TUR,2014,1.34,2.3
IRL,2014,10.73,10.5
DEU,2014,11.08,9.19
BLR,2014,11.22,21.59
LUX,2014,11.49,10.06
SYC,2014,11.66,7.52
FRA,2014,11.89,11.45
AUT,2014,12.03,12.04
CZE,2014,12.68,11.7
LTU,2014,14.29,29.44
EST,2014,17.25,16.16
MWI,2014,1.96,12.77
ARE,2014,1.99,5.6
GHA,2014,2.14,12.4
KEN,2014,2.24,11.08
UZB,2014,2.35,9.03
SLV,2014,2.45,5.96
LSO,2014,2.37,116.2
HND,2014,2.54,4.07
FJI,2014,2.63,10.27
TGO,2014,1.3,17.41
HUN,2014,10.87,14.96
ISR,2014,2.56,5.03
SVN,2014,10.65,14.36
GMB,2014,1.89,10.58
TUN,2014,1.53,3.1
VUT,2014,1.53,21.14
CIV,2014,1.64,18.55
FSM,2014,1.56,27.41
WSM,2014,1.61,14.92
GTM,2014,1.72,6.41
SGP,2014,1.84,8.22
BHR,2014,1.87,6.37
MMR,2014,1.37,3.41
PRT,2014,10.02,9.23
HRV,2014,10.28,12.4
MNG,2014,10.27,19.6
BEL,2014,10.42,15.13
BGR,2014,10.57,7.13
LVA,2014,10.6,17.18
POL,2014,10.56,14.5
SVK,2014,10.14,10.02
DOM,2013,5.4,6.06
SUR,2013,5.68,26.54
PRY,2013,5.46,5.07
URY,2013,5.44,14.16
CPV,2013,4.66,17.46
BEN,2013,5.43,13.84
PHL,2013,4.88,2.88
NAM,2013,4.66,14.38
CMR,2013,5.89,18.71
GUY,2013,5.76,40.71
KGZ,2013,6.06,11.42
STP,2013,5.88,2.19
TTO,2013,5.88,10.14
BFA,2013,6.02,16.09
CHN,2013,6.11,7.65
PER,2013,6.08,3.19
NOR,2013,6.16,10.29
PAN,2013,6.24,3.54
TZA,2013,6.15,8.64
BWA,2013,6.36,27.75
COG,2013,4.45,14.49
BIH,2013,4.75,8.23
NIC,2013,3.54,5.87
CUB,2013,4.41,10.64
BOL,2013,3.2,6.87
IND,2013,3.03,14.45
NGA,2013,3.02,8.01
ZMB,2013,2.98,17.91
BDI,2013,3.05,13.75
CRI,2013,3.1,6.42
GNB,2013,3.07,14.79
JAM,2013,3.12,2.01
TKM,2013,3.11,7.42
ZWE,2013,3.15,31.4
COL,2013,4.3,3.62
JPN,2013,6.52,16.69
PRK,2013,3.56,9.12
MLI,2013,3.61,8.75
KAZ,2013,3.72,26.16
MKD,2013,3.73,8.05
ECU,2013,3.82,9.68
MEX,2013,3.92,5.28
ARM,2013,4.03,5.31
ALB,2013,4.28,4.84
LAO,2013,6.44,6.33
KHM,2013,2.79,5.96
BLZ,2013,6.56,6.83
GNQ,2013,9.13,13.76
UKR,2013,8.33,18.66
KOR,2013,8.6,23.84
NLD,2013,8.69,9.47
USA,2013,8.81,12.04
FIN,2013,9.03,15.04
ATG,2013,9.1,0.0
BRB,2013,9.08,0.097
NZL,2013,9.09,11.56
CAN,2013,8.21,10.19
LCA,2013,9.22,7.69
DNK,2013,9.33,8.98
BHS,2013,9.37,3.17
GBR,2013,9.42,7.71
ROU,2013,9.6,9.86
MNE,2013,9.62,16.34
CHE,2013,9.74,10.7
PRT,2013,9.83,7.98
RUS,2013,9.8,29.13
ESP,2013,8.16,6.16
CYP,2013,8.09,5.1
SWE,2013,7.25,13.04
VEN,2013,6.77,2.61
SWZ,2013,6.94,62.02
ISL,2013,6.88,12.45
MUS,2013,6.92,7.77
THA,2013,6.94,6.59
GEO,2013,7.05,8.17
MDA,2013,7.03,14.4
VCT,2013,6.99,3.74
BRA,2013,7.11,5.41
ITA,2013,7.46,5.27
ARG,2013,8.06,8.45
MLT,2013,7.53,5.9
ZAF,2013,7.49,25.12
GRC,2013,7.61,3.96
CHL,2013,7.83,9.15
GAB,2013,7.75,13.57
GRD,2013,7.84,1.12
AGO,2013,7.86,14.16
UGA,2013,7.93,12.38
SRB,2013,7.94,13.03
LBR,2013,2.79,8.5
AFG,2013,0.003,6.17
VNM,2013,2.75,7.53
NPL,2013,0.66,10.26
JOR,2013,0.38,1.89
MAR,2013,0.44,8.24
OMN,2013,0.45,4.79
DZA,2013,0.48,2.85
TLS,2013,0.46,4.23
TCD,2013,0.63,15.13
MYS,2013,0.55,4.9
SLB,2013,0.64,18.19
MDG,2013,0.68,9.79
BRN,2013,0.77,1.82
SLE,2013,0.29,11.35
TJK,2013,0.8,5.04
RWA,2013,0.9,10.13
ERI,2013,0.97,19.24
QAT,2013,1.02,5.3
ETH,2013,1.08,10.43
MOZ,2013,1.08,26.01
PNG,2013,1.09,3.43
LBN,2013,1.23,3.01
TGO,2013,1.24,17.79
AZE,2013,0.37,4.19
SEN,2013,0.27,12.12
MMR,2013,1.3,3.46
IDN,2013,0.083,2.69
HTI,2013,2.66,12.03
BGD,2013,0.004,3.8
KWT,2013,0.0,2.34
LBY,2013,0.008,4.78
MRT,2013,0.0,5.43
PAK,2013,0.047,9.98
SAU,2013,0.0,6.31
SOM,2013,0.0,15.2
YEM,2013,0.036,7.11
IRN,2013,0.13,6.1
KIR,2013,0.3,32.34
NER,2013,0.12,10.66
SDN,2013,0.12,5.11
COM,2013,0.16,8.51
EGY,2013,0.19,3.77
IRQ,2013,0.16,5.7
SYR,2013,0.19,2.01
TON,2013,0.18,5.27
BTN,2013,0.28,5.2
GIN,2013,0.28,13.2
MDV,2013,1.31,2.8
DJI,2013,0.44,12.13
COD,2013,1.37,12.77
SYC,2013,10.96,7.3
LUX,2013,11.58,8.83
FRA,2013,12.01,12.5
AUT,2013,12.2,11.45
BLR,2013,12.48,22.82
CZE,2013,12.7,12.77
LTU,2013,14.93,33.97
EST,2013,17.33,14.9
BHR,2013,1.96,6.15
MWI,2013,2.03,13.04
FSM,2013,1.99,27.4
GHA,2013,2.12,12.79
UZB,2013,2.13,8.92
GMB,2013,2.24,10.71
KEN,2013,2.23,11.57
LSO,2013,2.2,111.4
SLV,2013,2.4,6.72
FJI,2013,2.56,10.51
HND,2013,2.61,3.9
ISR,2013,2.65,5.06
TUR,2013,1.39,2.27
DEU,2013,11.15,9.22
LKA,2013,2.65,14.98
IRL,2013,10.92,10.5
MNG,2013,10.0,20.43
CIV,2013,1.51,19.45
CAF,2013,1.48,26.95
WSM,2013,1.68,14.12
VUT,2013,1.65,21.76
GTM,2013,1.81,6.67
SGP,2013,1.88,8.49
ARE,2013,1.88,5.91
AUS,2013,9.98,10.24
TUN,2013,1.44,3.17
BEL,2013,10.33,15.38
LVA,2013,10.43,16.7
BGR,2013,10.54,7.35
POL,2013,10.48,15.06
SVN,2013,10.47,16.16
HRV,2013,10.56,12.31
HUN,2013,10.93,16.14
SVK,2013,10.1,9.92
URY,2012,5.43,16.1
BEN,2012,5.55,13.94
DOM,2012,5.47,5.8
BFA,2012,5.49,16.11
ALB,2012,4.59,4.82
PHL,2012,4.97,2.85
CPV,2012,4.76,17.98
BIH,2012,4.75,8.11
PRY,2012,5.74,4.7
GUY,2012,5.69,37.62
STP,2012,5.99,2.24
SUR,2012,5.78,26.82
TTO,2012,5.84,8.86
CHN,2012,5.86,8.14
KGZ,2012,5.99,11.92
TZA,2012,6.1,8.45
PAN,2012,6.19,3.75
PER,2012,6.23,3.32
CMR,2012,6.29,19.15
LAO,2012,6.3,6.4
CUB,2012,4.34,10.74
NAM,2012,4.44,14.5
NIC,2012,3.48,4.86
COG,2012,4.34,15.5
BOL,2012,3.24,6.9
ZMB,2012,2.82,18.52
LBR,2012,2.88,8.73
IND,2012,3.01,15.07
NGA,2012,2.97,8.33
TKM,2012,3.02,7.36
CRI,2012,3.13,6.34
GNB,2012,3.1,14.69
JAM,2012,3.06,2.09
ZWE,2012,3.07,33.07
COL,2012,4.33,3.81
BLZ,2012,6.42,7.35
BDI,2012,3.58,14.09
PRK,2012,3.57,9.09
KAZ,2012,3.65,27.33
MLI,2012,3.61,8.73
MKD,2012,3.74,8.15
ECU,2012,3.87,10.26
ARM,2012,3.98,6.39
MEX,2012,3.96,4.95
NOR,2012,6.29,9.94
ISR,2012,2.71,5.99
KOR,2012,8.87,24.01
CYP,2012,8.38,4.9
ESP,2012,8.46,5.63
UKR,2012,8.72,19.02
SRB,2012,8.78,13.28
USA,2012,8.77,12.06
BRB,2012,8.9,0.21
MNG,2012,8.92,20.99
NLD,2012,8.89,8.88
NZL,2012,9.25,12.35
CAN,2012,8.25,10.07
MNE,2012,9.37,17.06
BHS,2012,9.38,3.58
GNQ,2012,9.37,15.53
FIN,2012,9.39,14.91
LCA,2012,9.47,8.21
GBR,2012,9.55,7.36
DNK,2012,9.62,9.82
ROU,2012,9.63,10.34
CHE,2012,9.87,10.49
ATG,2012,8.32,0.0
UGA,2012,8.15,13.23
SWZ,2012,6.63,66.26
ITA,2012,7.27,5.36
JPN,2012,6.55,17.02
BWA,2012,6.79,28.99
ISL,2012,6.82,12.53
THA,2012,6.84,7.03
VCT,2012,6.94,5.31
VEN,2012,6.86,3.41
MUS,2012,7.0,9.23
BRA,2012,7.21,5.29
MDA,2012,7.2,14.61
SWE,2012,7.29,12.25
ARG,2012,7.99,8.96
MLT,2012,7.38,5.1
CHL,2012,7.53,9.86
GEO,2012,7.49,7.65
ZAF,2012,7.46,24.63
AGO,2012,7.72,14.16
GAB,2012,7.69,13.97
GRC,2012,7.76,3.73
GRD,2012,7.77,1.64
LKA,2012,2.72,16.4
AFG,2012,0.003,6.24
HND,2012,2.7,3.95
SLB,2012,0.66,18.39
JOR,2012,0.39,1.96
AZE,2012,0.46,4.31
MAR,2012,0.45,9.15
OMN,2012,0.48,4.85
TLS,2012,0.48,4.28
TCD,2012,0.6,15.6
MDG,2012,0.65,9.89
MYS,2012,0.55,5.17
NPL,2012,0.72,10.59
BRN,2012,0.85,2.18
TON,2012,0.35,5.25
TJK,2012,0.75,5.08
PNG,2012,0.95,3.45
RWA,2012,0.87,10.56
ERI,2012,1.0,19.73
ETH,2012,0.99,11.34
MOZ,2012,1.01,26.54
QAT,2012,1.04,5.83
MMR,2012,1.22,3.54
TGO,2012,1.24,18.02
DZA,2012,0.45,2.89
SYR,2012,0.32,1.89
LBN,2012,1.29,2.99
YEM,2012,0.036,7.21
VNM,2012,2.64,7.52
BGD,2012,0.004,4.0
KWT,2012,0.0,2.31
LBY,2012,0.007,5.55
MRT,2012,0.0,5.53
PAK,2012,0.047,9.97
SAU,2012,0.0,6.41
SOM,2012,0.0,15.28
SDN,2012,0.028,5.09
COM,2012,0.15,8.62
SLE,2012,0.29,11.84
IDN,2012,0.08,2.76
NER,2012,0.12,10.58
EGY,2012,0.19,3.83
IRN,2012,0.23,6.16
IRQ,2012,0.17,5.58
BTN,2012,0.29,5.22
GIN,2012,0.25,12.91
KIR,2012,0.3,32.04
SEN,2012,0.28,12.2
COD,2012,1.32,13.01
DJI,2012,0.45,11.9
MDV,2012,1.33,2.88
HRV,2012,11.1,13.11
IRL,2012,11.13,11.67
DEU,2012,11.22,8.98
LUX,2012,11.66,8.95
AUT,2012,12.03,11.78
FRA,2012,12.1,13.36
CZE,2012,12.64,13.05
BLR,2012,13.55,24.63
LTU,2012,14.88,29.22
EST,2012,16.99,17.15
BHR,2012,2.01,6.44
MWI,2012,2.05,13.7
GHA,2012,2.09,12.99
FSM,2012,2.11,27.58
KEN,2012,2.19,11.67
LSO,2012,2.15,102.0
GMB,2012,2.34,10.8
SLV,2012,2.36,6.97
FJI,2012,2.52,10.5
HTI,2012,2.55,12.18
TUN,2012,1.34,3.24
HUN,2012,11.08,18.37
KHM,2012,2.57,6.12
SVN,2012,10.36,15.9
PRT,2012,10.05,8.48
TUR,2012,1.42,2.24
CAF,2012,1.68,26.64
WSM,2012,1.7,14.75
ARE,2012,1.8,6.13
VUT,2012,1.78,21.94
GTM,2012,1.93,7.01
SGP,2012,1.9,9.16
UZB,2012,1.88,8.98
CIV,2012,1.43,19.74
AUS,2012,10.11,10.48
BEL,2012,10.19,16.42
LVA,2012,10.27,19.39
BGR,2012,10.4,8.75
POL,2012,10.41,15.29
RUS,2012,10.35,29.83
SYC,2012,10.44,7.33
SVK,2012,10.1,10.21
PHL,2011,5.12,3.37
BFA,2011,5.46,15.65
CHN,2011,5.43,8.84
BEN,2011,5.38,14.14
CUB,2011,4.32,11.13
CPV,2011,4.99,18.21
ALB,2011,4.78,7.63
BIH,2011,4.7,8.35
STP,2011,5.46,2.11
DOM,2011,5.5,5.5
SWZ,2011,5.89,65.99
GUY,2011,5.64,35.31
SUR,2011,5.58,26.02
URY,2011,5.6,15.02
TTO,2011,5.82,9.2
KGZ,2011,5.98,12.25
PRY,2011,5.96,4.68
CMR,2011,6.07,19.41
PER,2011,6.15,3.45
LAO,2011,6.24,6.66
NAM,2011,4.19,16.14
COL,2011,4.29,3.67
NIC,2011,3.41,5.94
COG,2011,4.21,15.3
BOL,2011,3.29,7.05
ISR,2011,2.7,5.45
NGA,2011,2.74,8.65
ZMB,2011,2.78,19.82
IND,2011,2.9,15.5
LBR,2011,2.94,8.84
TKM,2011,2.93,7.82
ZWE,2011,2.87,34.3
JAM,2011,2.99,2.28
GNB,2011,3.08,15.08
CRI,2011,3.37,6.7
TZA,2011,6.3,9.32
PRK,2011,3.57,9.24
KAZ,2011,3.69,28.29
MKD,2011,3.73,5.91
MLI,2011,3.83,8.68
ECU,2011,3.88,10.01
ARM,2011,4.08,5.74
BDI,2011,4.11,14.51
MEX,2011,4.07,5.36
PAN,2011,6.15,3.95
LCA,2011,9.95,6.89
BLZ,2011,6.38,7.92
CYP,2011,8.99,3.7
CAN,2011,8.31,9.63
UKR,2011,8.39,18.95
UGA,2011,8.48,14.47
SRB,2011,8.55,13.17
ESP,2011,8.59,5.1
USA,2011,8.69,12.01
BRB,2011,8.76,0.64
KOR,2011,8.92,27.89
MNE,2011,9.02,17.02
GAB,2011,7.96,15.78
NLD,2011,9.05,8.4
BHS,2011,9.36,3.77
GNQ,2011,9.38,16.64
NZL,2011,9.41,10.99
FIN,2011,9.6,15.68
SYC,2011,9.6,7.46
ROU,2011,9.75,9.86
GBR,2011,9.75,7.42
DNK,2011,9.91,9.67
GRC,2011,8.02,3.51
GEO,2011,7.78,7.2
NOR,2011,6.41,11.85
BWA,2011,7.07,29.09
JPN,2011,6.52,18.43
THA,2011,6.61,7.17
MDA,2011,6.7,13.25
ISL,2011,6.82,10.69
MUS,2011,7.01,8.56
VCT,2011,6.98,5.4
VEN,2011,7.04,3.81
ITA,2011,7.14,5.13
GRD,2011,7.75,1.57
MLT,2011,7.15,5.73
BRA,2011,7.34,5.19
MNG,2011,7.3,21.87
ZAF,2011,7.34,24.43
SWE,2011,7.31,12.0
ATG,2011,7.58,0.16
CHL,2011,7.64,11.0
AGO,2011,7.68,13.49
ARG,2011,7.69,8.42
HND,2011,2.7,2.59
LKA,2011,2.61,17.85
VNM,2011,2.5,7.39
NPL,2011,0.71,10.73
DJI,2011,0.46,11.84
MYS,2011,0.54,5.24
MAR,2011,0.46,9.49
OMN,2011,0.5,5.47
SYR,2011,0.53,1.8
TCD,2011,0.57,15.89
AZE,2011,0.71,4.44
BRN,2011,0.7,1.66
MDG,2011,0.66,10.15
SLB,2011,0.7,18.54
DZA,2011,0.41,2.94
TJK,2011,0.71,5.06
TON,2011,0.67,5.21
ETH,2011,0.91,12.38
MOZ,2011,0.94,25.86
PNG,2011,0.86,3.29
RWA,2011,0.87,10.93
ERI,2011,1.02,20.16
QAT,2011,1.05,6.24
MMR,2011,1.1,3.67
JOR,2011,0.42,1.98
SEN,2011,0.29,12.12
TGO,2011,1.24,18.12
SDN,2011,0.028,5.28
GMB,2011,2.5,10.96
AFG,2011,0.006,6.42
BGD,2011,0.003,4.34
KWT,2011,0.0,2.24
LBY,2011,0.007,4.98
MRT,2011,0.0,5.34
PAK,2011,0.048,10.02
SAU,2011,0.0,6.2
SOM,2011,0.0,15.32
YEM,2011,0.04,7.2
KIR,2011,0.3,32.85
COM,2011,0.13,8.53
IDN,2011,0.076,2.85
NER,2011,0.12,10.44
EGY,2011,0.2,3.69
GIN,2011,0.24,12.78
IRN,2011,0.24,6.14
IRQ,2011,0.17,5.52
SLE,2011,0.25,11.74
BTN,2011,0.27,5.21
COD,2011,1.23,13.32
TLS,2011,0.38,4.3
TUN,2011,1.29,3.29
HUN,2011,11.07,18.95
DEU,2011,11.21,9.25
IRL,2011,11.48,11.83
LUX,2011,11.75,9.32
AUT,2011,12.03,12.28
FRA,2011,12.29,13.59
CZE,2011,12.69,12.9
LTU,2011,13.92,31.85
BLR,2011,14.16,30.16
EST,2011,16.07,14.75
GTM,2011,2.0,7.63
MWI,2011,2.05,14.59
BHR,2011,2.13,6.88
KEN,2011,2.13,11.77
GHA,2011,2.21,13.11
LSO,2011,2.22,91.07
FSM,2011,2.16,27.52
SLV,2011,2.34,8.02
KHM,2011,2.36,6.22
FJI,2011,2.39,10.33
CIV,2011,1.4,19.61
HRV,2011,11.24,11.76
HTI,2011,2.36,12.46
SVN,2011,10.63,15.46
CHE,2011,9.96,10.51
MDV,2011,1.37,2.88
TUR,2011,1.45,2.28
ARE,2011,1.74,6.29
UZB,2011,1.81,8.57
VUT,2011,1.76,21.76
CAF,2011,1.87,27.57
WSM,2011,1.95,14.79
SGP,2011,1.89,7.86
LBN,2011,1.39,3.06
LVA,2011,10.07,18.15
BGR,2011,10.23,7.9
POL,2011,10.17,14.98
SVK,2011,10.19,10.41
AUS,2011,10.28,10.06
PRT,2011,10.62,7.94
RUS,2011,10.62,31.1
BEL,2011,10.17,16.71
CHN,2010,4.83,9.59
STP,2010,5.0,2.18
PHL,2010,4.92,2.89
BDI,2010,4.94,14.92
COL,2010,4.29,3.85
CPV,2010,4.81,18.44
BIH,2010,4.66,8.3
CUB,2010,4.26,11.45
SUR,2010,5.3,27.42
ALB,2010,5.09,7.63
CMR,2010,5.81,19.51
BFA,2010,5.42,15.82
DOM,2010,5.55,5.38
GUY,2010,5.57,36.37
PER,2010,5.68,3.63
KGZ,2010,5.83,12.39
TTO,2010,5.79,10.59
LAO,2010,5.93,6.8
URY,2010,6.0,14.26
NAM,2010,4.06,17.99
MEX,2010,4.24,4.66
BOL,2010,3.41,7.0
ARM,2010,4.1,5.86
LBR,2010,3.05,8.68
TKM,2010,2.59,8.65
HTI,2010,2.72,13.2
HND,2010,2.73,2.66
IND,2010,2.7,15.56
ISR,2010,2.65,6.56
ZMB,2010,2.74,19.71
MLI,2010,2.75,8.69
JAM,2010,2.9,1.97
GNB,2010,3.04,15.39
NIC,2010,3.31,5.37
COG,2010,3.91,15.79
PAN,2010,6.11,4.33
PRK,2010,3.49,9.19
KAZ,2010,3.51,29.41
CRI,2010,3.68,6.76
NGA,2010,3.71,8.79
MKD,2010,3.71,5.82
ECU,2010,3.8,10.18
BEN,2010,3.94,14.14
SWZ,2010,6.14,70.49
MNE,2010,9.94,16.52
PRY,2010,6.06,3.82
KOR,2010,8.91,27.98
GAB,2010,8.2,15.77
CAN,2010,8.34,10.26
GRC,2010,8.28,2.72
GNQ,2010,8.54,15.27
UKR,2010,8.52,20.17
UGA,2010,8.57,14.64
USA,2010,8.63,11.72
BRB,2010,8.67,1.22
SRB,2010,8.87,12.42
CYP,2010,9.05,4.63
GRD,2010,7.85,0.73
NLD,2010,9.07,8.06
ESP,2010,9.11,5.05
BHS,2010,9.29,3.66
ZWE,2010,2.5,35.01
FIN,2010,9.83,16.44
LVA,2010,9.93,18.59
GBR,2010,9.91,6.95
SYC,2010,8.14,7.42
GEO,2010,7.49,6.98
MDA,2010,6.1,17.64
MNG,2010,6.98,22.4
THA,2010,6.29,7.29
BLZ,2010,6.4,8.18
TZA,2010,6.4,9.81
JPN,2010,6.51,18.81
NOR,2010,6.57,10.89
BWA,2010,6.66,31.2
ITA,2010,6.78,4.82
ISL,2010,6.96,11.79
MLT,2010,7.09,6.63
CHL,2010,7.41,11.01
MUS,2010,7.07,7.37
VCT,2010,7.07,2.88
ZAF,2010,7.21,26.92
ATG,2010,7.35,0.13
ARG,2010,7.26,8.43
BRA,2010,7.27,5.0
SWE,2010,7.33,12.01
VEN,2010,7.35,3.6
AGO,2010,7.4,14.21
GMB,2010,2.6,10.64
NZL,2010,9.44,12.02
LSO,2010,2.48,86.89
SYR,2010,0.71,1.81
TCD,2010,0.54,15.97
DJI,2010,0.47,11.72
JOR,2010,0.45,2.02
MYS,2010,0.52,5.3
MAR,2010,0.48,9.53
NPL,2010,0.54,10.52
OMN,2010,0.5,6.1
AZE,2010,0.73,4.53
MDG,2010,0.74,10.18
TJK,2010,0.68,4.98
DZA,2010,0.41,3.0
ETH,2010,0.84,13.1
SLB,2010,0.78,18.6
MOZ,2010,0.87,25.31
RWA,2010,0.86,11.5
ERI,2010,1.04,20.53
MMR,2010,0.98,3.75
PNG,2010,0.98,3.29
TON,2010,0.96,5.34
QAT,2010,1.05,6.39
BRN,2010,0.46,1.14
SEN,2010,0.31,12.37
TGO,2010,1.29,18.2
YEM,2010,0.038,7.35
AFG,2010,0.01,6.67
BGD,2010,0.003,4.82
KWT,2010,0.0,2.43
LBY,2010,0.007,5.44
MRT,2010,0.0,5.49
PAK,2010,0.044,10.16
SAU,2010,0.0,5.66
SOM,2010,0.0,15.38
SDN,2010,0.028,5.15
COM,2010,0.14,9.01
KIR,2010,0.33,32.65
IDN,2010,0.074,2.92
NER,2010,0.11,10.39
BTN,2010,0.22,5.24
EGY,2010,0.2,3.62
GIN,2010,0.22,12.47
IRN,2010,0.19,5.78
IRQ,2010,0.16,5.34
SLE,2010,0.22,12.16
TLS,2010,0.23,4.15
FJI,2010,2.43,10.12
TUN,2010,1.29,3.37
KHM,2010,1.99,6.34
PRT,2010,11.21,8.83
HRV,2010,11.31,13.2
IRL,2010,11.4,11.17
LUX,2010,11.83,9.62
AUT,2010,11.9,12.21
FRA,2010,12.44,13.89
CZE,2010,12.89,11.93
LTU,2010,13.24,31.32
EST,2010,15.42,15.42
GTM,2010,2.04,8.66
DEU,2010,11.22,9.5
KEN,2010,1.98,11.85
MWI,2010,1.96,16.03
WSM,2010,2.09,14.83
BHR,2010,2.2,7.16
GHA,2010,2.27,13.26
LKA,2010,2.34,21.87
VNM,2010,2.29,7.3
SLV,2010,2.37,6.4
LBN,2010,1.45,3.04
HUN,2010,11.2,19.17
BLR,2010,14.33,29.89
RUS,2010,10.75,33.01
BGR,2010,10.0,8.45
TUR,2010,1.43,2.47
VUT,2010,1.46,22.15
COD,2010,1.64,13.5
ARE,2010,1.71,6.42
UZB,2010,1.75,8.3
SGP,2010,1.82,8.23
CIV,2010,1.95,20.01
FSM,2010,1.88,26.99
CAF,2010,1.8,28.12
CHE,2010,10.05,10.54
ROU,2010,10.2,10.71
MDV,2010,1.4,3.05
AUS,2010,10.48,10.41
SVK,2010,10.36,11.14
LCA,2010,10.36,7.63
SVN,2010,10.49,15.56
POL,2010,10.16,15.51
DNK,2010,10.2,8.92
BEL,2010,10.17,16.52
STP,2009,4.67,2.25
ARM,2009,4.04,4.06
CRI,2009,4.05,5.55
CHN,2009,4.22,10.09
COL,2009,4.35,4.15
CUB,2009,4.3,11.08
MEX,2009,4.32,4.81
CPV,2009,4.48,18.44
NGA,2009,4.72,8.97
PHL,2009,4.73,2.78
DOM,2009,5.69,5.63
BIH,2009,4.77,8.54
BDI,2009,5.04,15.22
SUR,2009,5.02,26.53
ALB,2009,5.12,7.96
PER,2009,5.27,3.44
BFA,2009,5.46,15.7
GUY,2009,5.51,36.31
LAO,2009,5.57,6.99
CMR,2009,5.65,19.97
MKD,2009,3.81,8.11
NAM,2009,3.88,18.42
TKM,2009,2.34,9.6
ECU,2009,3.68,10.76
ZMB,2009,2.66,19.02
KGZ,2009,5.89,12.82
FJI,2009,2.44,10.16
BEN,2009,2.54,14.24
CIV,2009,2.49,19.41
SLV,2009,2.46,8.95
ISR,2009,2.61,5.91
WSM,2009,2.57,13.01
GMB,2009,2.69,10.88
LSO,2009,2.67,84.63
HND,2009,2.78,2.72
COG,2009,3.63,16.3
JAM,2009,2.84,2.39
GNB,2009,3.05,15.64
HTI,2009,3.1,12.76
LBR,2009,3.11,8.58
PRK,2009,3.35,9.13
NIC,2009,3.39,5.47
BOL,2009,3.47,6.99
KAZ,2009,3.52,29.61
TTO,2009,5.8,10.42
SWE,2009,7.24,13.09
PAN,2009,6.04,5.06
USA,2009,8.66,11.42
MNG,2009,7.73,22.69
VEN,2009,7.85,3.4
GNQ,2009,8.0,13.89
GRD,2009,8.1,0.52
GAB,2009,8.34,15.89
CAN,2009,8.36,10.24
GRC,2009,8.7,2.87
UGA,2009,8.7,15.48
UKR,2009,8.73,21.81
BRB,2009,8.83,1.13
CHL,2009,7.51,12.12
KOR,2009,9.06,28.78
NLD,2009,9.24,7.78
CYP,2009,9.39,3.99
NZL,2009,9.45,10.94
BHS,2009,9.59,3.39
ESP,2009,9.66,5.62
SRB,2009,9.78,14.8
BHR,2009,2.26,7.65
ATG,2009,7.69,0.0
SYC,2009,7.43,7.29
MDA,2009,6.0,17.07
ITA,2009,6.73,4.87
TZA,2009,6.0,10.57
URY,2009,6.03,13.37
THA,2009,6.11,7.27
SWZ,2009,6.24,75.15
PRY,2009,6.32,4.74
JPN,2009,6.51,19.49
BLZ,2009,6.61,7.48
BWA,2009,6.65,32.13
NOR,2009,6.67,11.37
GEO,2009,7.38,7.36
ARG,2009,7.01,8.35
MUS,2009,6.96,8.6
ISL,2009,7.07,12.88
MLT,2009,7.09,6.12
VCT,2009,7.09,2.69
AGO,2009,7.18,13.65
